DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	7q21.13	7	90251635	NR	CFAP69			ENSG00000105792			rs10240790-G	rs10240790	0	10240790	intron_variant	0	0.7043	5E-8	7.301029995663981		0.0279	[0.018-0.038] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	7q22.1	7	100715101	NR	POP7 - EPO	ENSG00000172336	ENSG00000130427		7615	5367	rs534043-G	rs534043	0	534043	intergenic_variant	1	0.8744	8E-10	9.096910013008056		0.0447	[0.03-0.059] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	8p23.1	8	12785546	NR	LINC03019			ENSG00000254813			rs12056338-G	rs12056338	0	12056338	intron_variant	0	0.5858	3E-11	10.522878745280337		0.0312	[0.022-0.04] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	8p22	8	14267300	NR	SGCZ			ENSG00000185053			rs17294565-C	rs17294565	0	17294565	intron_variant	0	0.3813	5E-9	8.301029995663981		0.0274	[0.018-0.037] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	8p21.3	8	22620265	NR	CCAR2			ENSG00000158941			rs1059592-G	rs1059592	0	1059592	3_prime_UTR_variant	0	0.6463	2E-8	7.698970004336019		0.0269	[0.017-0.036] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	8p21.2	8	26015118	NR	EBF2			ENSG00000221818			rs17818197-G	rs17818197	0	17818197	intron_variant	0	0.2117	5E-10	9.301029995663981		0.0346	[0.024-0.046] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	8q12.1	8	56570454	NR	LINC00968 - RPL37P6	ENSG00000246430	ENSG00000241431		10631	17953	rs62515938-C	rs62515938	0	62515938	regulatory_region_variant	1	0.7395	3E-8	7.522878745280337		0.0286	[0.018-0.039] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	8q22.3	8	104649698	NR	ZFPM2			ENSG00000169946			rs34340810-G	rs34340810	0	34340810	intron_variant	0	0.9272	4E-10	9.397940008672037		0.0544	[0.037-0.071] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	8q23.3	8	115627247	NR	TRPS1			ENSG00000104447			rs2737226-C	rs2737226	0	2737226	intron_variant	0	0.6114	3E-16	15.522878745280337		0.0383	[0.029-0.048] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	9p24.3	9	1039939	NR	H3P29 - LINC01230	ENSG00000228783	ENSG00000281769		28140	5686	rs756145-G	rs756145	0	756145	intergenic_variant	1	0.6907	6E-9	8.221848749616356		0.0286	[0.019-0.038] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	9p21.3	9	23362313	NR	LINC01239 - SUMO2P2	ENSG00000234840	ENSG00000227607		538100	269793	rs11793831-G	rs11793831	0	11793831	intron_variant	1	0.5949	4E-9	8.397940008672037		0.0274	[0.018-0.037] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	9q21.32	9	82703789	NR	MTCO3P40 - RPS6P12	ENSG00000228046	ENSG00000233309		275764	40278	rs555784-T	rs555784	0	555784	intron_variant	1	0.6158	2E-10	9.698970004336019		0.0301	[0.021-0.039] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	9q31.3	9	109173848	NR	EPB41L4B			ENSG00000095203			rs7858727-C	rs7858727	0	7858727	3_prime_UTR_variant	0	0.2233	8E-10	9.096910013008056		0.0344	[0.023-0.045] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	9q32	9	114181077	NR	COL27A1			ENSG00000196739			rs1431819-G	rs1431819	0	1431819	intron_variant	0	0.6888	6E-9	8.221848749616356		0.0293	[0.02-0.039] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	9q33.3	9	123213118	NR	STRBP			ENSG00000165209			rs7026688-G	rs7026688	0	7026688	intron_variant	0	0.8632	3E-11	10.522878745280337		0.0444	[0.031-0.058] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	9q34.2	9	134020857	NR	VAV2 - BRD3OS	ENSG00000160293	ENSG00000235106		28253	4624	rs448918-G	rs448918	0	448918	intergenic_variant	1	0.7126	1E-9	9.0		0.0327	[0.022-0.043] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	10p13	10	13524204	NR	BEND7			ENSG00000165626			rs878017-G	rs878017	0	878017	intron_variant	0	0.4591	1E-8	8.0		0.0348	[0.023-0.047] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	10p11.22	10	33729802	NR	LINC02628 - LINC00838	ENSG00000226412	ENSG00000261683		129762	29911	rs36051838-C	rs36051838	0	36051838	intergenic_variant	1	0.0888	5E-8	7.301029995663981		0.044	[0.028-0.06] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	10q21.3	10	63545492	NR	REEP3			ENSG00000165476			rs12263348-C	rs12263348	0	12263348	intron_variant	0	0.6615	8E-9	8.096910013008056		0.0282	[0.019-0.038] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	10q21.3	10	68583018	NR	TET1			ENSG00000138336			rs10998304-C	rs10998304	0	10998304	intron_variant	0	0.4517	2E-11	10.698970004336019		0.0306	[0.022-0.039] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	10q22.1	10	70888579	NR	SGPL1			ENSG00000166224			rs827237-C	rs827237	0	827237	intron_variant	0	0.795	4E-10	9.397940008672037		0.0365	[0.025-0.048] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	10q23.2	10	86364744	NR	GRID1			ENSG00000182771			rs11201999-C	rs11201999	0	11201999	intron_variant	0	0.5369	1E-8	8.0		0.0259	[0.017-0.035] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	10q24.1	10	97299888	NR	Metazoa_SRP - RPL12P27	ENSG00000277628	ENSG00000237169		2331	9250	rs10882891-C	rs10882891	0	10882891	intergenic_variant	1	0.4153	2E-11	10.698970004336019		0.0313	[0.022-0.041] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	10q24.32	10	102788636	NR	WBP1L			ENSG00000166272			rs2250301-G	rs2250301	0	2250301	intron_variant	0	0.7481	1E-9	9.0		0.0322	[0.022-0.043] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	10q25.2	10	110887437	NR	PDCD4			ENSG00000150593			rs10787287-C	rs10787287	0	10787287	intron_variant	0	0.2411	7E-11	10.154901959985743		0.036	[0.025-0.047] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	11p15.4	11	8632981	NR	TRIM66			ENSG00000166436			rs10769936-C	rs10769936	0	10769936	intron_variant	0	0.7074	6E-12	11.221848749616356		0.0349	[0.025-0.045] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	11p15.4	11	9830928	NR	SBF2			ENSG00000133812			rs2403221-G	rs2403221	0	2403221	intron_variant	0	0.3428	6E-11	10.221848749616356		0.0317	[0.022-0.041] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	11q12.1	11	55820740	NR	OR5D18 - OR5L2	ENSG00000186119	ENSG00000205030		169	6479	rs116861182-C	rs116861182	0	116861182	intergenic_variant	1	0.0549	6E-9	8.221848749616356		0.0637	[0.042-0.085] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	11q12.2	11	61798436	NR	FADS2			ENSG00000134824			rs174541-C	rs174541	0	174541	non_coding_transcript_exon_variant	0	0.354	9E-10	9.045757490560675		0.0292	[0.02-0.039] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	11q13.1	11	64263769	NR	PLCB3			ENSG00000149782			rs35169799-C	rs35169799	0	35169799	stop_gained	0	0.9343	5E-8	7.301029995663981		0.0504	[0.032-0.068] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	11q13.5	11	76794158	NR	TSKU			ENSG00000182704			rs10899283-C	rs10899283	0	10899283	intron_variant	0	0.7712	1E-8	8.0		0.0314	[0.021-0.042] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	12p13.31	12	6572620	NR	CHD4			ENSG00000111642			rs67013744-G	rs67013744	0	67013744	intron_variant	0	0.1604	4E-8	7.3979400086720375		0.035	[0.022-0.048] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	12p12.1	12	21628312	NR	GYS2 - LDHB	ENSG00000111713	ENSG00000111716		23465	7030	rs10841868-G	rs10841868	0	10841868	intron_variant	1	0.7394	2E-9	8.698970004336019		0.0315	[0.021-0.042] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	12p11.1	12	33257845	NR	ASS1P14 - SYT10	ENSG00000257316	ENSG00000110975		270775	116393	rs10844518-G	rs10844518	0	10844518	intergenic_variant	1	0.2872	9E-11	10.045757490560675		0.0326	[0.023-0.042] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	12q12	12	41444433	NR	PDZRN4			ENSG00000165966			rs2733289-C	rs2733289	0	2733289	intron_variant	0	0.4775	4E-11	10.397940008672037		0.0301	[0.021-0.039] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	12q12	12	42652647	NR	LINC02451			ENSG00000257164			rs11181613-C	rs11181613	0	11181613	intron_variant	0	0.8547	1E-10	10.0		0.043	[0.03-0.056] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	12q13.11	12	48342520	NR	ZNF641			ENSG00000167528			rs2732480-C	rs2732480	0	2732480	3_prime_UTR_variant	0	0.5648	3E-13	12.522878745280337		0.0337	[0.025-0.043] unit increase	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	12q13.12	12	49869365	NR	FAIM2			ENSG00000135472			rs7132908-G	rs7132908	0	7132908	3_prime_UTR_variant	0	0.6102	1E-12	12.0		0.033	[0.024-0.042] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	12q13.13	12	54147966	NR	SMUG1			ENSG00000123415			rs1872635-G	rs1872635	0	1872635	intron_variant	0	0.3136	1E-8	8.0		0.0282	[0.019-0.038] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	12q24.33	12	132060149	NR	EP400			ENSG00000183495			rs11830243-C	rs11830243	0	11830243	intron_variant	0	0.887	2E-9	8.698970004336019		0.0442	[0.03-0.059] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST010555	Genome-wide genotyping array
